N	2gram	Tiupa_Hudo	TeoriaLi
1201	с легкой	2	2
1202	м.м бахтин	2	2
1203	этого текста	2	2
1204	то ни	2	2
1205	видов искусства	2	2
1206	этом мире	2	2
1207	в тарасе	2	2
1208	суть то	1	2
1209	коммуникативным событием	2	2
1210	художественную целостность	2	2
1211	дело не	2	2
1212	отличает тексты	2	2
1213	внешней речи	2	2
1214	в рассказе	3	2
1215	эстетическое завершение	2	2
1216	в случае	2	2
1217	и весьма	2	2
1218	поступки только	2	2
1219	качестве знаковых	2	2
1220	есть как	2	2
1221	быть и	2	2
1222	оказывается шире	2	2
1223	по бахтину	2	2
1224	и существенно	2	2
1225	к такой	2	2
1226	в первом	1	2
1227	но она	2	2
1228	это переживание	1	2
1229	а.н веселовского	2	2
1230	коммуникативной стратегии	2	2
1231	свою жизнь	2	2
1232	диалогическим углом	2	2
1233	одно и	3	2
1234	в войне	2	2
1235	референтная компетенция	2	2
1236	и является	1	2
1237	и эстетической	2	2
1238	коммуникативной природе	2	2
1239	соединении с	2	2
1240	автора и	3	2
1241	деятельность мыслится	2	2
1242	за пределы	2	2
1243	существа в	1	2
1244	объектной организацией	2	2
1245	говоря иначе	2	2
1246	стилистическом отношении	2	2
1247	жизни оказывается	2	2
1248	до прихода	2	2
1249	уготованной ему	2	2
1250	другого я	2	2
1251	коммуникативный статус	2	2
1252	художественной культуре	3	2
1253	перед лицом	3	2
1254	таких случаях	2	2
1255	от своего	2	2
1256	эстетического адресата	2	2
1257	они хотят	1	2
1258	ослабляет и	2	2
1259	это может	2	2
1260	не сами	2	2
1261	но напротив	1	2
1262	во мне	2	2
1263	человека и	2	2
1264	мы по	2	2
1265	его я	1	2
1266	следует признать	1	2
1267	с человеком	2	2
1268	всей его	2	2
1269	относится как	2	2
1270	собственно говоря	2	2
1271	тем или	2	2
1272	жизнь личности	2	2
1273	не сводятся	2	2
1274	становятся знаками	2	2
1275	полагал что	2	2
1276	идет о	2	2
1277	эстетической реальности	2	2
1278	такая возможность	2	2
1279	могла бы	2	2
1280	так же	2	2
1281	xviii столетия	1	2
1282	безголовыми шеями	1	2
1283	числе и	2	2
1284	эстетической природы	2	2
1285	заданности и	2	2
1286	полку игореве	2	2
1287	непосредственным участником	2	2
1288	смыслами которые	2	2
1289	на уровне	1	2
1290	человеческих отношений	2	2
1291	что может	2	2
1292	облекается в	2	2
1293	известном смысле	2	2
1294	и мире	2	2
1295	и особенно	2	2
1296	реального читателя	2	2
1297	для обозначения	2	2
1298	такого знания	2	2
1299	субъективной значимостью	2	2
1300	знаковых комплексов	2	2
1301	доминирует в	1	2
1302	тот кто	2	2
1303	и рецептивная	2	2
1304	позицию внутренне	2	2
1305	в пляске	2	2
1306	роман и	2	2
1307	не сама	2	2
1308	нас самих	2	2
1309	его внешней	8	2
1310	автор относится	2	2
1311	деятельностью направленной	2	2
1312	это делает	1	2
1313	о его	2	2
1314	в имени	2	2
1315	к чужому	2	2
1316	в общественном	2	2
1317	модусы художественности	4	2
1318	с чем	2	2
1319	детский хронотоп	1	2
1320	вненаходимости бахтин	2	2
1321	объектной детализации	1	2
1322	внутритекстовых высказываний	2	2
1323	и развитием	2	2
1324	общественном сознании	2	2
1325	в словаре	2	2
1326	качестве знаков	2	2
1327	внешней заданности	5	2
1328	в исходном	1	2
1329	и прежде	3	2
1330	нельзя научиться	2	2
1331	необходимо наличие	2	2
1332	как будто	1	2
1333	слово сказания	2	2
1334	ролевая граница	1	2
1335	право на	2	2
1336	или личностями	2	2
1337	включает в	2	2
1338	кругозор рассказчика	2	2
1339	ритмическим курсивом	1	2
1340	автора как	2	2
1341	в данный	2	2
1342	новой реальностью	2	2
1343	художественности может	2	2
1344	события в	2	2
1345	не сумеет	2	2
1346	может и	1	2
1347	его речевой	2	2
1348	однако все	2	2
1349	ни был	2	2
1350	статус знания	2	2
1351	случае это	1	2
1352	чем и	3	2
1353	эстетическое переживание	2	2
1354	чтобы не	2	2
1355	своей роли	1	2
1356	некоторые иные	2	2
1357	своей событийной	2	2
1358	индивидуального речевого	2	2
